ComplainantID,CaseMasterID,ComplainantName,AgeYear,Occupation,GenderID
COMP00929,CASE00929,Advaith Mohanty,65,Farmer,M
COMP00930,CASE00930,Frado Goswami,46,Private Employee,M
COMP00931,CASE00931,Yashica Agrawal,35,Business,F
COMP00932,CASE00932,Ethan Chana,30,Private Employee,M
COMP00933,CASE00933,Pahal Bains,61,Business,F
COMP00934,CASE00934,Sarthak Pandey,19,Private Employee,M
COMP00935,CASE00935,Ekapad Sathe,31,Unemployed,M
COMP00936,CASE00936,Tanveer Saran,55,Homemaker,M
COMP00937,CASE00937,Om Sharaf,62,Private Employee,M
COMP00938,CASE00938,Shaurya Gill,48,Business,M
COMP00939,CASE00939,Manbir Majumdar,39,Student,M
COMP00940,CASE00940,Lohit Master,70,Homemaker,M
COMP00941,CASE00941,Pushti Nigam,24,Government Employee,F
COMP00942,CASE00942,Rachit Johal,48,Government Employee,M
COMP00943,CASE00943,Chatura Barad,33,Unemployed,M
COMP00944,CASE00944,Yashvi Mangal,61,Government Employee,F
COMP00945,CASE00945,Chakradhar Chaudhary,32,Student,M
COMP00946,CASE00946,Manan Warrior,72,Government Employee,M
COMP00947,CASE00947,Gaurav Suri,66,Student,M
COMP00948,CASE00948,Gayathri Dass,19,Unemployed,F
COMP00949,CASE00949,Zayyan Baria,41,Government Employee,M
COMP00950,CASE00950,Lucky Doshi,47,Government Employee,M
COMP00951,CASE00951,Raghav Koshy,32,Private Employee,M
COMP00952,CASE00952,Fitan Divan,22,Student,M
COMP00953,CASE00953,Chandran Ramaswamy,33,Homemaker,M
COMP00954,CASE00954,Yatin Sengupta,24,Homemaker,M
COMP00955,CASE00955,Rudra Kant,63,Farmer,M
COMP00956,CASE00956,Rudra Dua,40,Private Employee,M
COMP00957,CASE00957,Chaitanya Sur,49,Farmer,M
COMP00958,CASE00958,Udyati Dhar,35,Unemployed,F
COMP00959,CASE00959,Riya Varkey,21,Private Employee,T
COMP00960,CASE00960,Patrick Divan,75,Unemployed,M
COMP00961,CASE00961,Shivani Dyal,61,Private Employee,F
COMP00962,CASE00962,Ridhi Murty,43,Private Employee,F
COMP00963,CASE00963,Thomas Bhat,55,Business,M
COMP00964,CASE00964,Rohan Patel,70,Private Employee,M
COMP00965,CASE00965,Sneha Sastry,26,Private Employee,F
COMP00966,CASE00966,Hardik Kata,69,Homemaker,M
COMP00967,CASE00967,Jagdish Parmer,49,Homemaker,M
COMP00968,CASE00968,Henry Natarajan,55,Farmer,M
COMP00969,CASE00969,Vansha Borra,70,Unemployed,F
COMP00970,CASE00970,Mahika Patel,40,Farmer,F
COMP00971,CASE00971,Rayaan Deep,65,Government Employee,M
COMP00972,CASE00972,Mason Walla,37,Business,M
COMP00973,CASE00973,Nidra Krishnamurthy,66,Farmer,F
COMP00974,CASE00974,Samuel Narayanan,73,Student,M
COMP00975,CASE00975,Frado Manda,62,Student,M
COMP00976,CASE00976,Indira Vohra,38,Private Employee,F
COMP00977,CASE00977,Hritik Khanna,25,Student,M
COMP00978,CASE00978,Warinder Buch,32,Government Employee,M
COMP00979,CASE00979,Yochana Chowdhury,58,Unemployed,F
COMP00980,CASE00980,Girish Chander,35,Student,M
COMP00981,CASE00981,Wahab Kapadia,71,Homemaker,M
COMP00982,CASE00982,Christopher Pall,65,Student,M
COMP00983,CASE00983,Xavier Bhasin,72,Farmer,M
COMP00984,CASE00984,Fitan Rama,73,Business,M
COMP00985,CASE00985,Harsh Das,75,Unemployed,M
COMP00986,CASE00986,Rohan Jayaraman,38,Government Employee,M
COMP00987,CASE00987,Pranav Bakshi,67,Farmer,M
COMP00988,CASE00988,Nitesh Sankar,22,Private Employee,M
COMP00989,CASE00989,Atharv Iyer,27,Farmer,M
COMP00990,CASE00990,Yug Sridhar,53,Unemployed,M
COMP00991,CASE00991,Ekaraj Thakur,69,Private Employee,M
COMP00992,CASE00992,David Bail,44,Business,M
COMP00993,CASE00993,Umang Saxena,74,Farmer,M
COMP00994,CASE00994,Alexander Srivastava,61,Government Employee,M
COMP00995,CASE00995,Joshua Pillai,45,Farmer,M
COMP00996,CASE00996,Chandani Bera,50,Farmer,F
COMP00997,CASE00997,Krishna Basu,55,Farmer,M
COMP00998,CASE00998,Balhaar Patel,23,Private Employee,M
COMP00999,CASE00999,Gaurang Kapadia,44,Unemployed,M
COMP01000,CASE01000,Brijesh Pradhan,21,Unemployed,M
COMP01001,CASE01001,Zehaan Buch,27,Student,M
COMP01002,CASE01002,Xiti Virk,51,Business,F
COMP01003,CASE01003,Darpan Basu,52,Business,M
COMP01004,CASE01004,Dhruv Memon,35,Homemaker,M
COMP01005,CASE01005,Aradhana Mangat,43,Unemployed,F
COMP01006,CASE01006,Teerth Loyal,33,Business,M
COMP01007,CASE01007,Ikbal Bhatti,44,Business,M
COMP01008,CASE01008,Girik Arya,52,Unemployed,M
COMP01009,CASE01009,Karan Sandal,51,Homemaker,M
COMP01010,CASE01010,Upkaar Lala,44,Business,M
COMP01011,CASE01011,Manbir Korpal,40,Unemployed,M
COMP01012,CASE01012,Isaac Balakrishnan,55,Student,M
COMP01013,CASE01013,Christopher Pandya,43,Homemaker,M
COMP01014,CASE01014,Hitesh Suresh,66,Government Employee,M
COMP01015,CASE01015,Rachit Viswanathan,29,Business,M
COMP01016,CASE01016,Azad Rao,48,Government Employee,M
COMP01017,CASE01017,Banjeet Swaminathan,28,Homemaker,M
COMP01018,CASE01018,Zaid Mital,58,Business,M
COMP01019,CASE01019,Ishwar Edwin,60,Homemaker,M
COMP01020,CASE01020,Harshil Dyal,27,Unemployed,M
COMP01021,CASE01021,Xavier Memon,31,Private Employee,M
COMP01022,CASE01022,Ayushman Badal,19,Student,M
COMP01023,CASE01023,Dakshesh Seth,64,Unemployed,M
COMP01024,CASE01024,Manthan Gara,19,Business,M
COMP01025,CASE01025,Girik Venkatesh,67,Student,M
COMP01026,CASE01026,Harrison Mahal,74,Business,M
COMP01027,CASE01027,Oliver Agate,55,Unemployed,M
COMP01028,CASE01028,Gayathri Bansal,41,Farmer,F
COMP01029,CASE01029,Qasim Chad,40,Private Employee,M
COMP01030,CASE01030,Girindra Reddy,31,Student,M
COMP01031,CASE01031,Daniel Brar,23,Private Employee,M
COMP01032,CASE01032,Pratyush Vala,34,Business,M
COMP01033,CASE01033,Abdul Sastry,45,Student,M
COMP01034,CASE01034,Xavier Gara,64,Student,M
COMP01035,CASE01035,Samaksh Brahmbhatt,22,Homemaker,M
COMP01036,CASE01036,Patrick Bhat,66,Student,M
COMP01037,CASE01037,Damyanti Issac,23,Student,F
COMP01038,CASE01038,Chakradev Raghavan,45,Farmer,M
COMP01039,CASE01039,Fariq Rajagopal,56,Homemaker,M
COMP01040,CASE01040,Avi Behl,43,Government Employee,M
COMP01041,CASE01041,Indira Dhillon,33,Homemaker,T
COMP01042,CASE01042,Gagan Saxena,21,Unemployed,M
COMP01043,CASE01043,Nachiket Bhatnagar,31,Business,M
COMP01044,CASE01044,Chavvi Dube,19,Unemployed,F
COMP01045,CASE01045,Aarav Din,40,Business,M
COMP01046,CASE01046,Harita Saini,40,Student,F
COMP01047,CASE01047,Kiaan Gour,68,Government Employee,M
COMP01048,CASE01048,Yagnesh Arora,48,Unemployed,M
COMP01049,CASE01049,Ekaraj Walia,68,Government Employee,M
COMP01050,CASE01050,Harsh Bedi,30,Farmer,M
COMP01051,CASE01051,Praneel Parekh,62,Business,M
COMP01052,CASE01052,Gunbir Saran,55,Homemaker,M
COMP01053,CASE01053,David Jhaveri,44,Farmer,M
COMP01054,CASE01054,Caleb Lala,53,Student,M
COMP01055,CASE01055,Gaurang Kanda,18,Homemaker,M
COMP01056,CASE01056,Ishwar Sundaram,34,Unemployed,M
COMP01057,CASE01057,Matthew Aggarwal,41,Homemaker,M
COMP01058,CASE01058,Ayaan Gade,38,Farmer,M
COMP01059,CASE01059,Mason Patla,39,Private Employee,M
COMP01060,CASE01060,Fitan Nigam,20,Business,M
COMP01061,CASE01061,Waida Din,64,Farmer,T
COMP01062,CASE01062,Ryan Lalla,55,Business,M
COMP01063,CASE01063,Forum Kakar,54,Homemaker,F
COMP01064,CASE01064,Orinder Seth,58,Student,M
COMP01065,CASE01065,Tristan Ramakrishnan,50,Student,M
COMP01066,CASE01066,Noah Sehgal,42,Farmer,M
COMP01067,CASE01067,Chanakya Samra,18,Government Employee,M
COMP01068,CASE01068,Lipika Choudhury,67,Private Employee,F
COMP01069,CASE01069,Raghav Manne,32,Homemaker,M
COMP01070,CASE01070,Nitesh Baria,19,Farmer,M
COMP01071,CASE01071,Zayan Solanki,36,Government Employee,M
COMP01072,CASE01072,Pratyush Mohanty,57,Private Employee,M
COMP01073,CASE01073,Pratyush Saini,32,Farmer,M
COMP01074,CASE01074,Falan Sandal,63,Private Employee,M
COMP01075,CASE01075,Guneet Lala,54,Business,M
COMP01076,CASE01076,Ira Sharaf,44,Private Employee,F
COMP01077,CASE01077,Yashawini Nori,44,Homemaker,T
COMP01078,CASE01078,Elijah Cheema,50,Business,M
COMP01079,CASE01079,Yatan Basak,30,Private Employee,M
COMP01080,CASE01080,Abhiram Seth,56,Homemaker,M
COMP01081,CASE01081,Bahadurjit Sahota,27,Private Employee,M
COMP01082,CASE01082,Laksh Thakkar,67,Private Employee,M
COMP01083,CASE01083,Avi Rege,21,Farmer,M
COMP01084,CASE01084,David Chadha,33,Farmer,M
COMP01085,CASE01085,Udant Sandhu,75,Private Employee,M
COMP01086,CASE01086,Aarush Saraf,42,Unemployed,M
COMP01087,CASE01087,Nathan Palan,72,Homemaker,M
COMP01088,CASE01088,Nandini Doshi,24,Government Employee,F
COMP01089,CASE01089,Manthan Maharaj,60,Private Employee,M
COMP01090,CASE01090,Aayush Vasa,65,Farmer,M
COMP01091,CASE01091,Xiti Sarraf,24,Business,F
COMP01092,CASE01092,Yasti Menon,28,Homemaker,F
COMP01093,CASE01093,Anamika Narasimhan,74,Farmer,F
COMP01094,CASE01094,Nitesh Prabhu,44,Student,M
COMP01095,CASE01095,Tarak Munshi,63,Business,M
COMP01096,CASE01096,Yashawini Magar,72,Government Employee,F
COMP01097,CASE01097,Charan Sood,26,Student,M
COMP01098,CASE01098,Nakul Kari,36,Homemaker,M
COMP01099,CASE01099,Harrison Master,58,Business,M
COMP01100,CASE01100,Owen Vora,53,Student,M
COMP01101,CASE01101,Inaya Krishna,44,Farmer,F
COMP01102,CASE01102,Logan Taneja,48,Student,M
COMP01103,CASE01103,Samuel Ahuja,71,Business,M
COMP01104,CASE01104,Aashi Barad,72,Homemaker,F
COMP01105,CASE01105,Lakshit Om,37,Government Employee,M
COMP01106,CASE01106,Oliver Bahl,28,Homemaker,M
COMP01107,CASE01107,Damini Zachariah,62,Business,F
COMP01108,CASE01108,Naveen Nagy,52,Business,M
COMP01109,CASE01109,Vrishti Pandya,30,Unemployed,F
COMP01110,CASE01110,Jason Bhagat,73,Student,M
COMP01111,CASE01111,Bahadurjit Sundaram,22,Private Employee,M
COMP01112,CASE01112,Baljiwan Dube,32,Farmer,M
COMP01113,CASE01113,Tara Arya,73,Farmer,F
COMP01114,CASE01114,Chandani Raval,20,Unemployed,F
COMP01115,CASE01115,Baljiwan Shan,61,Student,M
COMP01116,CASE01116,Ekaraj Modi,69,Farmer,M
COMP01117,CASE01117,Urmi Mody,68,Farmer,F
COMP01118,CASE01118,Sathvik Nazareth,33,Unemployed,M
COMP01119,CASE01119,Sarthak Mistry,18,Student,M
COMP01120,CASE01120,Jackson Rout,34,Student,M
COMP01121,CASE01121,Tara Datta,68,Farmer,F
COMP01122,CASE01122,Pooja Balay,54,Homemaker,F
COMP01123,CASE01123,Rachit Patla,71,Farmer,M
COMP01124,CASE01124,Wakeeta Sahni,69,Homemaker,F
COMP01125,CASE01125,Tarak Reddy,64,Private Employee,M
COMP01126,CASE01126,Arya Seth,42,Unemployed,F
COMP01127,CASE01127,Ranbir Doshi,27,Private Employee,M
COMP01128,CASE01128,Thomas Sawhney,44,Business,M
COMP01129,CASE01129,Upkaar Deol,67,Government Employee,M
COMP01130,CASE01130,Jeet Saraf,20,Government Employee,M
COMP01131,CASE01131,Ekavir Ray,35,Farmer,M
COMP01132,CASE01132,Maanas Sheth,22,Business,M
COMP01133,CASE01133,Theodore Parsa,72,Homemaker,M
COMP01134,CASE01134,Laksh Devan,24,Private Employee,M
COMP01135,CASE01135,Anay Hegde,39,Farmer,M
COMP01136,CASE01136,Qasim Kadakia,32,Government Employee,M
COMP01137,CASE01137,Onkar Garg,25,Student,M
COMP01138,CASE01138,Gaurangi Kurian,60,Farmer,F
COMP01139,CASE01139,Anthony Wali,46,Farmer,M
COMP01140,CASE01140,Shaurya Bakshi,44,Farmer,M
COMP01141,CASE01141,Jackson Mitra,35,Homemaker,M
COMP01142,CASE01142,Vivaan Kari,75,Student,M
COMP01143,CASE01143,Ekalinga Comar,36,Unemployed,M
COMP01144,CASE01144,Yashica Tak,47,Business,F
COMP01145,CASE01145,Pratyush Kapur,19,Government Employee,M
COMP01146,CASE01146,Finn Bhat,69,Homemaker,M
COMP01147,CASE01147,Darpan Mukhopadhyay,42,Private Employee,M
COMP01148,CASE01148,Faras Arora,26,Homemaker,M
COMP01149,CASE01149,Samesh Jayaraman,38,Unemployed,M
COMP01150,CASE01150,Varsha Bumb,56,Private Employee,F
COMP01151,CASE01151,Reva Dugar,47,Unemployed,F
COMP01152,CASE01152,Jack Raja,32,Government Employee,M
COMP01153,CASE01153,Chanchal Halder,46,Private Employee,F
COMP01154,CASE01154,Arin Salvi,58,Business,M
COMP01155,CASE01155,Pranit Majumdar,51,Student,M
COMP01156,CASE01156,Banjeet Chopra,32,Government Employee,M
COMP01157,CASE01157,Ikbal Kakar,63,Government Employee,M
COMP01158,CASE01158,Harshil Bahri,57,Private Employee,M
COMP01159,CASE01159,Timothy Memon,70,Unemployed,M
COMP01160,CASE01160,Anay Ganguly,37,Farmer,M
COMP01161,CASE01161,Quincy Rajagopalan,42,Farmer,M
COMP01162,CASE01162,Farhan Dayal,45,Homemaker,M
COMP01163,CASE01163,Amruta Mane,40,Government Employee,F
COMP01164,CASE01164,Urishilla Issac,62,Unemployed,F
COMP01165,CASE01165,Ekbal Borra,40,Student,M
COMP01166,CASE01166,Raagini Mukherjee,43,Government Employee,F
COMP01167,CASE01167,Rushil Pall,71,Farmer,M
COMP01168,CASE01168,Amol Parmar,52,Business,M
COMP01169,CASE01169,Mitesh Mandal,39,Private Employee,M
COMP01170,CASE01170,Jacob Bail,24,Government Employee,M
COMP01171,CASE01171,Wriddhish Saini,43,Farmer,M
COMP01172,CASE01172,Zehaan Nath,36,Farmer,M
COMP01173,CASE01173,Madhav Rout,46,Private Employee,M
COMP01174,CASE01174,Kamala Bhat,43,Student,F
COMP01175,CASE01175,Atharv Raghavan,74,Business,M
COMP01176,CASE01176,Warinder Mangat,58,Unemployed,M
COMP01177,CASE01177,Onveer Pillai,51,Business,M
COMP01178,CASE01178,Chakradhar Dhar,34,Business,M
COMP01179,CASE01179,Faraj Dugar,18,Unemployed,M
COMP01180,CASE01180,Oscar Goyal,69,Farmer,M
COMP01181,CASE01181,Kai Vala,21,Student,M
COMP01182,CASE01182,Vedika Sandhu,18,Homemaker,F
COMP01183,CASE01183,Krish Raja,49,Homemaker,M
COMP01184,CASE01184,Yashodhara Nayar,59,Student,F
COMP01185,CASE01185,Viraj Goyal,37,Business,M
COMP01186,CASE01186,Fiyaz Rao,30,Homemaker,M
COMP01187,CASE01187,Ekaja Bansal,20,Student,T
COMP01188,CASE01188,Wazir Comar,25,Farmer,M
COMP01189,CASE01189,Baljiwan Solanki,54,Unemployed,M
COMP01190,CASE01190,Bachittar Krishnamurthy,71,Farmer,M
COMP01191,CASE01191,Darika Kashyap,35,Business,T
COMP01192,CASE01192,Aadi Goda,23,Private Employee,M
COMP01193,CASE01193,Darpan Swaminathan,23,Homemaker,M
COMP01194,CASE01194,Viraj Radhakrishnan,72,Business,M
COMP01195,CASE01195,Azaan Agate,35,Government Employee,M
COMP01196,CASE01196,Manthan Chahal,60,Unemployed,M
COMP01197,CASE01197,Warinder Jaggi,60,Business,M
COMP01198,CASE01198,Faras Subramaniam,62,Private Employee,M
COMP01199,CASE01199,Teerth Das,28,Government Employee,M
COMP01200,CASE01200,Peter Prabhu,24,Student,M
