VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
VIC01030,CASE00818,Samar Parikh,67,M,0
VIC01031,CASE00819,Vivaan Bhatt,52,M,0
VIC01032,CASE00820,Anmol Mody,63,M,0
VIC01033,CASE00820,Tara Goel,77,F,0
VIC01034,CASE00821,Brinda Nanda,7,F,0
VIC01035,CASE00821,Pranit Nazareth,35,M,0
VIC01036,CASE00822,Chatresh Kothari,16,M,0
VIC01037,CASE00823,Gabriel Bhattacharyya,50,M,0
VIC01038,CASE00824,Gaurangi Borde,71,F,0
VIC01039,CASE00824,Nathaniel Ravi,28,M,0
VIC01040,CASE00825,Kabir Palla,15,M,0
VIC01041,CASE00825,Oscar Rout,5,M,0
VIC01042,CASE00826,Leela Chahal,14,F,0
VIC01043,CASE00827,Aarush Divan,70,M,0
VIC01044,CASE00827,Maanav Dubey,20,M,0
VIC01045,CASE00828,Arjun Jha,42,M,0
VIC01046,CASE00828,Zaid Vyas,22,M,0
VIC01047,CASE00829,Yash Gokhale,28,M,0
VIC01048,CASE00829,Eiravati Khanna,17,F,0
VIC01049,CASE00830,Aarav Thaman,80,M,0
VIC01050,CASE00831,Waida Ramesh,60,F,0
VIC01051,CASE00831,Akshay Swaminathan,25,M,0
VIC01052,CASE00832,Chaitanya Barad,66,M,0
VIC01053,CASE00833,Hitesh Nagi,14,M,0
VIC01054,CASE00834,Yash Hayer,38,M,0
VIC01055,CASE00834,Saksham Sood,51,M,0
VIC01056,CASE00835,Veda Raval,18,F,0
VIC01057,CASE00836,Harshil Savant,52,M,0
VIC01058,CASE00837,Mekhala Sem,10,F,0
VIC01059,CASE00837,Nathan Nagi,69,M,0
VIC01060,CASE00838,Tejas Krishna,78,M,0
VIC01061,CASE00839,Yuvraj Mutti,51,M,0
VIC01062,CASE00840,Diya Ghose,78,F,0
VIC01063,CASE00840,Raghav Radhakrishnan,11,M,0
VIC01064,CASE00841,Yash Joshi,33,M,0
VIC01065,CASE00842,Wridesh Ranganathan,11,M,0
VIC01066,CASE00843,Jagat Kumar,22,M,0
VIC01067,CASE00843,Owen Devi,65,M,0
VIC01068,CASE00844,Darsh Sachar,76,M,0
VIC01069,CASE00845,Ridhi Mane,40,F,0
VIC01070,CASE00846,Aarnav Amble,67,M,0
VIC01071,CASE00847,Tejas Kala,38,M,0
VIC01072,CASE00848,Naveen Morar,22,M,0
VIC01073,CASE00848,Netra Dewan,14,T,0
VIC01074,CASE00849,Tara Khosla,74,F,0
VIC01075,CASE00849,Varsha Lad,52,F,0
VIC01076,CASE00850,Wriddhish Ahluwalia,12,M,0
VIC01077,CASE00851,Yashvi Gupta,12,F,0
VIC01078,CASE00852,Warinder Bahri,52,M,0
VIC01079,CASE00853,Akshay Nanda,64,M,0
VIC01080,CASE00854,Krisha Contractor,16,F,0
VIC01081,CASE00855,Laksh Buch,15,M,0
VIC01082,CASE00856,Girik Chanda,34,M,0
VIC01083,CASE00857,Pranit Gokhale,77,M,0
VIC01084,CASE00857,Orinder Kohli,10,M,0
VIC01085,CASE00858,Guneet Lala,60,M,0
VIC01086,CASE00859,Ishwar Ramaswamy,5,M,0
VIC01087,CASE00860,George Pillai,16,M,0
VIC01088,CASE00860,Warhi Bhandari,78,F,0
VIC01089,CASE00861,Bachittar Vaidya,46,M,0
VIC01090,CASE00862,Agastya Dash,23,M,0
VIC01091,CASE00863,Bakhshi Iyer,76,M,0
VIC01092,CASE00863,Chandresh Naik,57,M,0
VIC01093,CASE00864,Peter Sood,37,M,0
VIC01094,CASE00865,Dipta Basak,19,F,0
VIC01095,CASE00866,Odika Mani,16,F,0
VIC01096,CASE00866,Alka Krishna,70,F,0
VIC01097,CASE00867,Urvi Chad,30,F,0
VIC01098,CASE00868,Vyanjana Madan,15,F,0
VIC01099,CASE00869,Panini Ramesh,14,F,0
VIC01100,CASE00870,William Sur,10,M,0
VIC01101,CASE00871,Quincy Kant,76,M,0
VIC01102,CASE00872,Gabriel Kapadia,28,M,0
VIC01103,CASE00872,Charles Sani,42,M,0
VIC01104,CASE00873,Anika Bose,51,F,0
VIC01105,CASE00874,Madhav Issac,35,M,0
VIC01106,CASE00874,Om Mitra,24,M,0
VIC01107,CASE00875,Faqid Menon,56,M,0
VIC01108,CASE00875,Daksha Gandhi,74,F,0
VIC01109,CASE00876,Faqid Chakrabarti,59,M,0
VIC01110,CASE00876,Pranit Keer,80,M,0
VIC01111,CASE00877,Zaitra Bahl,37,F,0
VIC01112,CASE00878,Ikshita Bhargava,69,F,0
VIC01113,CASE00879,Ekaraj Minhas,27,M,0
VIC01114,CASE00880,Ubika Dhar,53,F,0
VIC01115,CASE00881,Zayan Bora,22,M,0
VIC01116,CASE00882,Rohan Srivastava,11,M,0
VIC01117,CASE00883,Geetika Mangal,40,F,0
VIC01118,CASE00883,Raghav Pillay,55,M,0
VIC01119,CASE00884,Warinder Oommen,47,M,0
VIC01120,CASE00885,Nathaniel Kamdar,55,M,0
VIC01121,CASE00886,Karan Keer,28,M,0
VIC01122,CASE00887,Aarnav Venkataraman,74,M,0
VIC01123,CASE00888,Falak Bassi,46,F,0
VIC01124,CASE00889,Karan Muni,44,M,0
VIC01125,CASE00890,Rushil Basu,18,M,0
VIC01126,CASE00891,Ayushman Devan,15,M,0
VIC01127,CASE00892,Abeer Mistry,69,M,0
VIC01128,CASE00893,Akshay Sethi,7,M,0
VIC01129,CASE00893,Teerth Dhaliwal,42,M,0
VIC01130,CASE00894,Ekavir Chander,11,M,0
VIC01131,CASE00894,Rehaan Dhar,27,M,0
VIC01132,CASE00895,Orinder Chakraborty,56,M,0
VIC01133,CASE00896,Ubika Pall,45,F,0
VIC01134,CASE00897,Jackson Rana,15,M,0
VIC01135,CASE00898,Shivani Bora,15,T,0
VIC01136,CASE00899,Ryan Upadhyay,45,M,0
VIC01137,CASE00900,Nisha Manda,12,F,0
VIC01138,CASE00901,Jai Prasad,58,M,0
VIC01139,CASE00902,Karan Peri,19,M,0
VIC01140,CASE00903,Mohammed Grover,28,M,0
VIC01141,CASE00904,Idika Pillai,80,F,0
VIC01142,CASE00905,Samar Ganesan,48,M,0
VIC01143,CASE00906,Harish Mitter,10,M,0
VIC01144,CASE00907,Harrison Dani,61,M,0
VIC01145,CASE00907,Alexander Parekh,21,M,0
VIC01146,CASE00908,Tanish Venkataraman,11,M,0
VIC01147,CASE00908,Turvi Aurora,80,F,0
VIC01148,CASE00909,Praneel Mahajan,34,M,0
VIC01149,CASE00910,Nitesh Modi,55,M,0
VIC01150,CASE00911,Ira Seth,32,F,0
VIC01151,CASE00912,Faraj Buch,6,M,0
VIC01152,CASE00913,Gabriel Sibal,79,M,0
VIC01153,CASE00914,Fiyaz Choudhary,49,M,0
VIC01154,CASE00915,Radha Sachdeva,32,F,0
VIC01155,CASE00916,Ojas Chaudhari,41,M,0
VIC01156,CASE00916,Andrew Sani,74,M,0
VIC01157,CASE00917,Ranbir Balay,17,M,0
VIC01158,CASE00918,Vasudha Shah,48,T,0
VIC01159,CASE00919,Libni Saran,50,F,0
VIC01160,CASE00920,Rishi Murty,36,M,0
VIC01161,CASE00921,Omkaar Jaggi,48,M,0
VIC01162,CASE00922,Azaan Sami,54,M,0
VIC01163,CASE00923,Pranit Lad,57,M,0
VIC01164,CASE00924,Daksh Sagar,78,M,0
VIC01165,CASE00924,Simon Malhotra,7,M,0
VIC01166,CASE00925,Madhav Thakkar,75,M,0
VIC01167,CASE00925,Chandresh Bajaj,74,M,0
VIC01168,CASE00926,Christopher Korpal,66,M,0
VIC01169,CASE00926,Imaran Chahal,35,M,0
VIC01170,CASE00927,Pranav Dhingra,21,M,0
VIC01171,CASE00927,Anay Wason,32,M,0
VIC01172,CASE00928,Chatresh Hari,41,M,0
VIC01173,CASE00929,Fariq Nanda,52,M,0
VIC01174,CASE00930,Fariq Nigam,55,M,0
VIC01175,CASE00931,Madhav Nagar,25,M,0
VIC01176,CASE00931,Darpan Taneja,6,M,0
VIC01177,CASE00932,Aarav Luthra,49,M,0
VIC01178,CASE00933,Jack Bal,32,M,0
VIC01179,CASE00934,Zaid Hayer,21,M,0
VIC01180,CASE00934,Omisha Salvi,28,F,0
VIC01181,CASE00935,Rehaan Ray,73,M,0
VIC01182,CASE00936,Champak Magar,12,M,0
VIC01183,CASE00937,Faqid Mallick,78,M,0
VIC01184,CASE00938,Fitan Nagarajan,33,M,0
VIC01185,CASE00939,Shivansh Garg,17,M,0
VIC01186,CASE00940,Tejas Bajwa,9,M,0
VIC01187,CASE00941,Vedant Narayanan,58,M,0
VIC01188,CASE00942,Saksham Kuruvilla,5,M,0
VIC01189,CASE00943,Jason Trivedi,36,M,0
VIC01190,CASE00943,Aayush Pradhan,19,M,0
VIC01191,CASE00944,Jason Nigam,61,M,0
VIC01192,CASE00945,Reva Baria,5,F,0
VIC01193,CASE00946,Nandini Goyal,47,F,0
VIC01194,CASE00947,Mohammed Srinivasan,77,M,0
VIC01195,CASE00947,Ayushman Johal,74,M,0
VIC01196,CASE00948,Siddharth Sandhu,77,M,0
VIC01197,CASE00948,Jhalak Bhattacharyya,16,F,0
VIC01198,CASE00949,Dalbir Golla,80,M,0
VIC01199,CASE00950,Gaurav Mody,55,M,0
VIC01200,CASE00950,Anmol Raghavan,35,M,0
VIC01201,CASE00951,Rohan Gupta,27,M,0
VIC01202,CASE00951,Janani Nagi,23,F,0
VIC01203,CASE00952,Bahadurjit Ravi,71,M,0
VIC01204,CASE00952,Atharv Borah,37,M,0
VIC01205,CASE00953,Janaki Shukla,8,F,0
VIC01206,CASE00953,Falan Bhatia,21,M,0
VIC01207,CASE00954,Pushti Dada,19,F,0
VIC01208,CASE00955,Vrishti Chand,25,F,0
VIC01209,CASE00956,Dakshesh Verma,75,M,0
VIC01210,CASE00957,Rishi Kapadia,60,M,0
VIC01211,CASE00958,Elijah Dewan,26,M,0
VIC01212,CASE00959,Qabil Ganesh,72,M,0
VIC01213,CASE00960,Dakshesh Kashyap,67,M,0
VIC01214,CASE00961,Advik Chahal,77,M,0
VIC01215,CASE00962,Ayush Tella,19,M,0
VIC01216,CASE00963,Jai Khalsa,52,M,0
VIC01217,CASE00963,Anirudh Andra,75,M,0
VIC01218,CASE00964,Neel Malhotra,45,M,0
VIC01219,CASE00965,Tanish Khare,65,M,0
VIC01220,CASE00965,Samesh Gokhale,17,M,0
VIC01221,CASE00966,Advik Ram,10,M,0
VIC01222,CASE00966,Vivaan Badami,48,M,0
VIC01223,CASE00967,Darpan Wali,32,M,0
VIC01224,CASE00968,Advaith Johal,53,M,0
VIC01225,CASE00969,Samuel Vaidya,79,M,0
VIC01226,CASE00970,Forum Roy,70,F,0
VIC01227,CASE00970,Manbir Madan,44,M,0
VIC01228,CASE00971,Lakshit Naidu,70,M,0
VIC01229,CASE00972,Abdul Pai,66,M,0
VIC01230,CASE00973,Ekansh Gill,27,M,0
VIC01231,CASE00974,Tejas Sarma,73,M,0
VIC01232,CASE00975,Advay Hayer,34,M,0
VIC01233,CASE00976,Ekbal Sastry,24,M,0
VIC01234,CASE00977,Sarthak Jaggi,40,M,0
VIC01235,CASE00978,Gaurang Srivastava,40,M,0
VIC01236,CASE00979,Gaurav Mittal,72,M,0
VIC01237,CASE00980,Mason Barman,51,M,0
VIC01238,CASE00981,Gautam Raja,21,M,0
VIC01239,CASE00982,Rushil Sandal,31,M,0
VIC01240,CASE00983,Aarush Saha,24,M,0
VIC01241,CASE00984,Ekta Madan,21,F,0
VIC01242,CASE00985,Caleb Oza,21,M,0
VIC01243,CASE00985,Avi Sarin,18,M,0
VIC01244,CASE00986,Kiaan Kashyap,29,M,0
VIC01245,CASE00987,Ikshita Keer,21,F,0
VIC01246,CASE00988,Matthew Raja,11,M,0
VIC01247,CASE00989,Karan Suri,30,M,0
VIC01248,CASE00989,Rayaan Pandya,12,M,0
VIC01249,CASE00990,Ayush Sarna,34,M,0
VIC01250,CASE00991,Praneel Sampath,50,M,0
VIC01251,CASE00991,Yug Natarajan,79,M,0
VIC01252,CASE00992,Oscar Shroff,33,M,0
VIC01253,CASE00993,Yatan Garde,7,M,0
VIC01254,CASE00994,Ekiya Bhat,16,T,0
VIC01255,CASE00995,Falan Balakrishnan,14,M,0
VIC01256,CASE00995,Maanav Gara,53,M,0
VIC01257,CASE00996,Anvi Palla,25,F,0
VIC01258,CASE00997,Jatin Bir,8,M,0
VIC01259,CASE00998,George Din,74,M,0
VIC01260,CASE00999,Omkaar Banerjee,54,M,0
VIC01261,CASE01000,Kalpit Swamy,77,M,0
VIC01262,CASE01000,Bahadurjit Narang,30,M,0
VIC01263,CASE01001,Fariq Kaur,6,M,0
VIC01264,CASE01002,Anthony Amble,76,M,0
VIC01265,CASE01003,Aradhana Karan,58,F,0
VIC01266,CASE01004,Mitesh Soni,10,M,0
VIC01267,CASE01004,Isaac Puri,55,M,0
VIC01268,CASE01005,Veer Sood,70,M,0
VIC01269,CASE01006,Darpan Bose,12,M,0
VIC01270,CASE01006,Orinder Parmar,41,M,0
VIC01271,CASE01007,Ranbir Chaudhary,9,M,0
VIC01272,CASE01008,Aachal Kale,55,F,0
VIC01273,CASE01008,Yashawini Mitter,44,F,0
VIC01274,CASE01009,Ekaraj Chowdhury,77,M,0
VIC01275,CASE01010,Yagnesh Rai,43,M,0
VIC01276,CASE01010,Neel Mane,53,M,0
VIC01277,CASE01011,Quincy Sheth,21,M,0
VIC01278,CASE01012,Naksh Char,60,M,0
VIC01279,CASE01013,Krish Yohannan,23,M,0
VIC01280,CASE01014,Manbir Tara,57,M,0
VIC01281,CASE01015,Vaishnavi Chaudhari,48,F,0
VIC01282,CASE01016,Jackson Sekhon,24,M,0
VIC01283,CASE01017,Tarak Thakur,70,M,0
VIC01284,CASE01018,Farhan Agarwal,68,M,0
VIC01285,CASE01019,Karan Deshmukh,57,M,0
VIC01286,CASE01020,Ishwar Prakash,44,M,0
VIC01287,CASE01021,Rushil Sankaran,78,M,0
VIC01288,CASE01022,Orinder Chaudhari,30,M,0
VIC01289,CASE01022,Kiaan Bal,35,M,0
VIC01290,CASE01023,Brijesh Chacko,41,M,0
VIC01291,CASE01024,Yoshita Krishnan,28,F,0
VIC01292,CASE01024,Libni Mangal,12,F,0
VIC01293,CASE01025,Faris Nayar,33,M,0
VIC01294,CASE01026,Gautam Kohli,30,M,0
VIC01295,CASE01027,Eshana Balay,35,F,0
VIC01296,CASE01028,Guneet Choudhry,51,M,0
VIC01297,CASE01029,Anmol Badal,52,M,0
VIC01298,CASE01029,Chaman Basak,39,F,0
VIC01299,CASE01030,Vrinda Aurora,54,F,0
VIC01300,CASE01031,Parth Bhandari,63,M,0
VIC01301,CASE01032,Avi Bali,39,M,0
VIC01302,CASE01032,Reyansh Purohit,47,M,0
VIC01303,CASE01033,Yagnesh Majumdar,35,M,0
VIC01304,CASE01034,Ekaraj Ganesan,65,M,0
VIC01305,CASE01034,Eesha Balasubramanian,39,T,0
VIC01306,CASE01035,Owen Ranganathan,69,M,0
VIC01307,CASE01035,Yug Gupta,13,M,0
VIC01308,CASE01036,Aarav Mane,40,M,0
VIC01309,CASE01036,Balvan Gade,27,M,0
VIC01310,CASE01037,Dev Chacko,7,M,0
VIC01311,CASE01038,Yatin Choudhary,44,M,0
VIC01312,CASE01039,Jalsa Dasgupta,28,F,0
VIC01313,CASE01040,Ayush Setty,46,M,0
VIC01314,CASE01040,Hemangini Mohanty,52,F,0
VIC01315,CASE01041,Manan Jani,62,M,0
VIC01316,CASE01041,Nicholas Chahal,35,M,0
VIC01317,CASE01042,Agastya Tak,40,M,0
VIC01318,CASE01043,Noah Kata,80,M,0
VIC01319,CASE01044,Yuvraj Thakur,54,M,0
VIC01320,CASE01045,Pushti Choudhry,41,F,0
VIC01321,CASE01046,Bhavani Randhawa,38,T,0
VIC01322,CASE01047,Dakshesh Naidu,25,M,0
VIC01323,CASE01048,Sanaya Gaba,43,F,0
VIC01324,CASE01048,Fitan Hayre,44,M,0
VIC01325,CASE01049,Fariq Parikh,12,M,0
VIC01326,CASE01050,Umang Shere,33,M,0
VIC01327,CASE01050,Gagan Suri,63,M,0
VIC01328,CASE01051,Oliver Sant,7,M,0
VIC01329,CASE01052,Jacob Chada,20,M,0
VIC01330,CASE01053,Indira Karan,50,F,0
VIC01331,CASE01053,Niharika Kalla,23,F,0
VIC01332,CASE01054,Elijah Konda,75,M,0
VIC01333,CASE01055,Aarnav Toor,76,M,0
VIC01334,CASE01055,Samar Subramanian,25,M,0
VIC01335,CASE01056,Akshay Mitra,40,M,0
VIC01336,CASE01057,Qadim Parmar,69,M,0
VIC01337,CASE01058,Manbir Chaudhuri,68,M,0
VIC01338,CASE01058,Jason Nayar,68,M,0
VIC01339,CASE01059,Manbir Mistry,25,M,0
VIC01340,CASE01060,Udant Choudhury,57,M,0
VIC01341,CASE01061,Zansi Bora,23,F,0
VIC01342,CASE01062,Widisha Das,64,F,0
VIC01343,CASE01063,Pratyush Pillay,60,M,0
VIC01344,CASE01063,Nathaniel Bumb,46,M,0
VIC01345,CASE01064,Arjun Bala,64,M,0
VIC01346,CASE01064,Nakul Ramesh,40,M,0
VIC01347,CASE01065,Ekansh Agarwal,10,M,0
VIC01348,CASE01066,Vyanjana Bhalla,61,F,0
VIC01349,CASE01067,Udarsh Tailor,52,M,0
VIC01350,CASE01068,Gavin Sibal,10,M,0
VIC01351,CASE01069,Jack Sethi,24,M,0
VIC01352,CASE01070,Suhani Dara,27,F,0
VIC01353,CASE01070,Ayaan Bala,13,M,0
VIC01354,CASE01071,Yuvraj Bhargava,64,M,0
VIC01355,CASE01072,Rishi Ramesh,8,M,0
VIC01356,CASE01073,Ikbal Choudhry,78,M,0
VIC01357,CASE01074,Anay Mallick,32,M,0
VIC01358,CASE01075,Hredhaan Dhar,16,M,0
VIC01359,CASE01075,Yug Pau,26,M,0
VIC01360,CASE01076,Aayush Kar,30,M,0
VIC01361,CASE01077,Ojas Venkatesh,49,M,0
VIC01362,CASE01077,Bahadurjit Lad,71,M,0
VIC01363,CASE01078,Hredhaan Dara,8,M,0
VIC01364,CASE01078,Ayushman Palla,28,M,0
VIC01365,CASE01079,Anika Sibal,49,F,0
VIC01366,CASE01079,Omkaar Sidhu,52,M,0
VIC01367,CASE01080,Radhika Dhillon,32,F,0
VIC01368,CASE01081,Wridesh Bedi,24,M,0
VIC01369,CASE01082,Samesh Bhatnagar,29,M,0
VIC01370,CASE01082,Yutika Balan,27,F,0
VIC01371,CASE01083,Samaksh Yadav,65,M,0
VIC01372,CASE01084,Kritika Golla,33,F,0
VIC01373,CASE01085,Tristan Bains,59,M,0
VIC01374,CASE01086,Frado Vora,9,M,0
VIC01375,CASE01087,Harrison Lata,11,M,0
VIC01376,CASE01087,Quincy Pillay,63,M,0
VIC01377,CASE01088,Aarush Chawla,54,M,0
VIC01378,CASE01089,Vedhika Mangal,20,F,0
VIC01379,CASE01089,Wahab Viswanathan,25,M,0
VIC01380,CASE01090,Fariq Rai,17,M,0
VIC01381,CASE01091,Amol Mitra,24,M,0
VIC01382,CASE01092,Veer Jhaveri,75,M,0
VIC01383,CASE01092,Gaurav Raman,76,M,0
VIC01384,CASE01093,Maanas Dubey,68,M,0
VIC01385,CASE01094,Jagvi Toor,38,F,0
VIC01386,CASE01094,Reyansh Sama,38,M,0
VIC01387,CASE01095,Arjun Banerjee,46,M,0
VIC01388,CASE01095,Ansh Vala,38,M,0
VIC01389,CASE01096,Veer Rege,32,M,0
VIC01390,CASE01097,Sai Sharaf,25,M,0
VIC01391,CASE01098,Warjas Sastry,42,M,0
VIC01392,CASE01099,Ria Khalsa,49,T,0
VIC01393,CASE01100,Abdul Seshadri,28,M,0
VIC01394,CASE01101,Victor Pant,50,M,0
VIC01395,CASE01102,Kabir Kunda,28,M,0
VIC01396,CASE01102,Rachita Mutti,48,F,0
VIC01397,CASE01103,Ryan Mann,11,M,0
VIC01398,CASE01104,Anay Dada,66,M,0
VIC01399,CASE01104,Eesha Gulati,36,F,0
VIC01400,CASE01105,Gaurika Sodhi,19,F,0
VIC01401,CASE01106,Liam Nayak,67,M,0
VIC01402,CASE01107,Jonathan Krishnamurthy,35,M,0
VIC01403,CASE01108,Faris Bhardwaj,45,M,0
VIC01404,CASE01109,Amruta Wali,44,F,0
VIC01405,CASE01110,Manan Brar,46,M,0
VIC01406,CASE01111,Noah Dhar,14,M,0
VIC01407,CASE01112,Rushil Aurora,27,M,0
VIC01408,CASE01113,Naveen Bali,70,M,0
VIC01409,CASE01113,Hema Tata,56,F,0
VIC01410,CASE01114,Frederick Grover,65,M,0
VIC01411,CASE01115,Wahab Misra,45,M,0
VIC01412,CASE01116,Gaurangi Nazareth,10,F,0
VIC01413,CASE01117,Aarnav Mohan,77,M,0
VIC01414,CASE01118,Eiravati Rajagopal,13,F,0
VIC01415,CASE01119,Thomas Pandey,39,M,0
VIC01416,CASE01120,Charles Kashyap,48,M,0
VIC01417,CASE01121,Harish Jayaraman,7,M,0
VIC01418,CASE01122,Banjeet Bains,53,M,0
VIC01419,CASE01123,Chanakya Bhagat,62,M,0
VIC01420,CASE01124,Ranbir Kar,28,M,0
VIC01421,CASE01124,Yash Deshpande,5,M,0
VIC01422,CASE01125,Max Biswas,26,M,0
VIC01423,CASE01126,Nilima Dani,6,F,0
VIC01424,CASE01126,Imaran Jani,68,M,0
VIC01425,CASE01127,Charles Joshi,16,M,0
VIC01426,CASE01128,Xavier Bumb,30,M,0
VIC01427,CASE01129,Dominic Tiwari,60,M,0
VIC01428,CASE01130,Jeremiah Chakraborty,77,M,0
VIC01429,CASE01130,Aayush Sule,56,M,0
VIC01430,CASE01131,Ikbal More,71,M,0
VIC01431,CASE01132,Utkarsh Balay,26,M,0
VIC01432,CASE01132,Ayush Ratti,66,M,0
VIC01433,CASE01133,Andrew Dixit,28,M,0
VIC01434,CASE01134,Ayaan Mangat,54,M,0
VIC01435,CASE01135,Atharv Murthy,48,M,0
VIC01436,CASE01136,Daksh Arya,58,M,0
VIC01437,CASE01136,Teerth Mukherjee,31,M,0
VIC01438,CASE01137,Max Kohli,16,M,0
VIC01439,CASE01138,Bachittar Raval,29,M,0
VIC01440,CASE01138,Owen Kaur,70,M,0
VIC01441,CASE01139,Oscar Natt,20,M,0
VIC01442,CASE01140,Tanay Rattan,20,M,0
VIC01443,CASE01141,Logan Bains,8,M,0
VIC01444,CASE01142,Naksh Kota,53,M,0
VIC01445,CASE01143,Manya Mahal,77,T,0
VIC01446,CASE01144,Sudiksha Mannan,41,F,0
VIC01447,CASE01144,Ishwar Hora,11,M,0
VIC01448,CASE01145,Indrajit Vala,76,M,0
VIC01449,CASE01146,Pranit Setty,44,M,0
VIC01450,CASE01146,Frederick Keer,60,M,0
VIC01451,CASE01147,Aayush Bawa,78,M,0
VIC01452,CASE01147,Champak Ratti,62,M,0
VIC01453,CASE01148,Dipta Dani,16,F,0
VIC01454,CASE01149,Rachita Bakshi,54,F,0
VIC01455,CASE01149,Radhika Banik,59,F,0
VIC01456,CASE01150,Sarthak Sama,47,M,0
VIC01457,CASE01151,Kalpit Subramanian,36,M,0
VIC01458,CASE01152,Chakradev Wadhwa,33,M,0
VIC01459,CASE01153,Abhiram Nayar,80,M,0
VIC01460,CASE01153,Saksham Ratti,39,M,0
VIC01461,CASE01154,Liam Solanki,64,M,0
VIC01462,CASE01154,Ranveer Barad,19,M,0
VIC01463,CASE01155,Harshil Tella,53,M,0
VIC01464,CASE01156,Jackson Mohan,11,M,0
VIC01465,CASE01157,Quincy Saini,6,M,0
VIC01466,CASE01158,Aarav Wagle,19,M,0
VIC01467,CASE01159,Praneel Pandey,64,M,0
VIC01468,CASE01160,Arin Khare,59,M,0
VIC01469,CASE01160,Ethan Bhandari,15,M,0
VIC01470,CASE01161,Simon Misra,72,M,0
VIC01471,CASE01162,Harish Mittal,49,M,0
VIC01472,CASE01163,Ikbal Singh,60,M,0
VIC01473,CASE01164,Jack Wali,47,M,0
VIC01474,CASE01165,Chameli Chad,42,F,0
VIC01475,CASE01166,Hitesh Khosla,37,M,0
VIC01476,CASE01167,Gautami Mitra,44,F,0
VIC01477,CASE01168,Nakul Nanda,80,M,0
VIC01478,CASE01169,Fiyaz Kuruvilla,36,M,0
VIC01479,CASE01170,Gunbir Kar,62,M,0
VIC01480,CASE01171,Ekalinga Bora,39,M,0
VIC01481,CASE01172,Zehaan Borde,72,M,0
VIC01482,CASE01172,Hardik Borde,76,M,0
VIC01483,CASE01173,Advik Atwal,11,M,0
VIC01484,CASE01174,Farhan Bansal,21,M,0
VIC01485,CASE01175,Aditya Dayal,32,M,0
VIC01486,CASE01175,Yahvi Lall,73,F,0
VIC01487,CASE01176,Aayush Babu,25,M,0
VIC01488,CASE01177,Chasmum Walia,78,F,0
VIC01489,CASE01178,Farhan Deshpande,27,M,0
VIC01490,CASE01178,Isaiah Dubey,66,M,0
VIC01491,CASE01179,Girik Dhingra,43,M,0
VIC01492,CASE01180,Krishna Khatri,57,M,0
VIC01493,CASE01181,Ayaan Rama,79,M,0
VIC01494,CASE01182,Pavani Kant,21,F,0
VIC01495,CASE01183,Jason Mahajan,10,M,0
VIC01496,CASE01184,Chatresh Parmar,60,M,0
VIC01497,CASE01185,Champak Badami,13,M,0
VIC01498,CASE01186,Laban Puri,33,M,0
VIC01499,CASE01187,Kavya Wadhwa,23,F,0
VIC01500,CASE01188,Rudra Dani,19,M,0
VIC01501,CASE01189,Tanveer Banerjee,64,M,0
VIC01502,CASE01190,Bimala Nori,50,F,0
VIC01503,CASE01191,Qabil Shroff,79,M,0
VIC01504,CASE01191,Ayush Ram,65,M,0
VIC01505,CASE01192,Fariq Banerjee,60,M,0
VIC01506,CASE01193,Nilima Mishra,32,F,0
VIC01507,CASE01194,Jacob Sura,51,M,0
VIC01508,CASE01195,Bahadurjit Cheema,46,M,0
VIC01509,CASE01196,Shaurya Nayar,15,M,0
VIC01510,CASE01196,Oliver Murty,74,M,0
VIC01511,CASE01197,Lohit Char,31,M,0
VIC01512,CASE01198,Gayathri Sarraf,29,F,0
VIC01513,CASE01199,Rehaan Guha,22,M,0
VIC01514,CASE01199,Saksham Pandit,36,M,0
VIC01515,CASE01200,George Sankaran,42,M,0
